node_id,node_name,lamp_status,relay_status,energy,power,current,rsl_out,rsl_in,disconnectivity,connectivity,availability,rpl_rank,ipv6,temperature,relative_humidity,ambient_light
1,wn03-2329-0001,ON,ON,466394.0,605.0,2.44,-58,-65,0-11:44:05,0-02:29:20,99.17,266,6695,32.59,35.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,466497.0,604.8,2.44,-59,-65,0-11:44:05,0-02:39:31,99.17,264,6695,32.17,36.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,466600.0,604.5,2.47,-59,-66,0-11:44:05,0-02:49:42,99.17,263,6695,32.29,36.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,466702.0,604.2,2.49,-59,-66,0-11:44:05,0-02:59:54,99.17,263,6695,32.6,36.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,466805.0,603.9,2.49,-59,-64,0-11:44:05,0-03:10:05,99.17,263,6695,32.2,37.3,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,466908.0,604.5,2.48,-59,-68,0-11:44:05,0-03:20:16,99.17,270,6695,32.82,35.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467011.0,602.7,2.47,-59,-68,0-11:44:05,0-03:30:27,99.17,270,6695,32.15,36.1,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467114.0,603.0,2.48,-59,-67,0-11:44:05,0-03:40:39,99.17,268,6695,32.4,37.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467216.0,602.3,2.47,-58,-67,0-11:44:05,0-03:50:50,99.17,266,6695,32.5,36.7,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467319.0,602.3,2.48,-59,-68,0-11:44:05,0-04:01:01,99.17,266,6695,32.33,37.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467421.0,602.8,2.48,-59,-68,0-11:44:05,0-04:11:12,99.17,264,6695,32.6,37.6,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467524.0,603.3,2.51,-60,-67,0-11:44:05,0-04:21:24,99.17,264,6695,32.59,40.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467627.0,603.2,2.51,-60,-68,0-11:44:05,0-04:31:35,99.17,263,6695,32.25,39.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467730.0,603.2,2.51,-60,-66,0-11:44:05,0-04:41:46,99.17,263,6695,32.39,38.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467833.0,603.5,2.49,-60,-64,0-11:44:05,0-04:51:58,99.17,262,6695,32.25,38.0,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,467935.0,603.0,2.5,-59,-65,0-11:44:05,0-05:02:09,99.17,262,6695,32.32,38.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468038.0,603.1,2.49,-59,-65,0-11:44:05,0-05:12:20,99.17,261,6695,31.36,41.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468141.0,603.2,2.5,-59,-64,0-11:44:05,0-05:22:31,99.17,261,6695,31.24,41.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468244.0,604.2,2.5,-59,-65,0-11:44:05,0-05:32:42,99.17,260,6695,31.4,41.7,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468346.0,604.7,2.5,-59,-66,0-11:44:05,0-05:42:54,99.17,260,6695,31.06,42.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468449.0,604.8,2.5,-60,-65,0-11:44:05,0-05:53:05,99.17,259,6695,31.41,41.1,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468552.0,604.6,2.48,-60,-67,0-11:44:05,0-06:03:16,99.17,259,6695,31.38,40.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468655.0,604.3,2.46,-59,-67,0-11:44:05,0-06:13:27,99.17,258,6695,30.64,43.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468758.0,604.1,2.45,-59,-66,0-11:44:05,0-06:23:39,99.17,257,6695,31.46,41.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468861.0,605.2,2.43,-58,-62,0-11:44:05,0-06:33:50,99.18,257,6695,30.22,44.0,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,468964.0,605.3,2.43,-59,-65,0-11:44:05,0-06:44:01,99.18,256,6695,30.18,43.3,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469067.0,604.8,2.43,-58,-67,0-11:44:05,0-06:54:12,99.18,256,6695,30.44,42.1,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469170.0,604.8,2.43,-58,-65,0-11:44:05,0-07:04:23,99.18,256,6695,30.79,41.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469273.0,604.4,2.44,-59,-67,0-11:44:05,0-07:14:35,99.18,256,6695,30.9,41.0,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469376.0,605.7,2.43,-59,-67,0-11:44:05,0-07:24:46,99.18,256,6695,28.7,48.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469479.0,604.6,2.43,-58,-67,0-11:44:05,0-07:34:57,99.18,256,6695,29.31,46.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469582.0,604.5,2.43,-58,-67,0-11:44:05,0-07:45:08,99.18,256,6695,29.28,45.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469685.0,604.8,2.43,-58,-67,0-11:44:05,0-07:55:19,99.18,256,6695,28.76,50.3,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469788.0,605.4,2.44,-58,-68,0-11:44:05,0-08:05:31,99.18,256,6695,28.98,52.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469891.0,605.4,2.43,-58,-67,0-11:44:05,0-08:15:42,99.18,256,6695,29.82,48.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,469994.0,604.4,2.43,-59,-67,0-11:44:05,0-08:25:53,99.18,256,6695,30.2,46.7,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470097.0,605.5,2.43,-58,-67,0-11:44:05,0-08:36:04,99.18,256,6695,29.24,49.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470200.0,605.1,2.44,-59,-68,0-11:44:05,0-08:46:15,99.18,256,6695,29.53,47.8,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470304.0,606.1,2.43,-59,-63,0-11:44:05,0-08:56:27,99.18,256,6695,29.61,46.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470407.0,607.5,2.42,-59,-63,0-11:44:05,0-09:06:38,99.18,256,6695,29.36,47.1,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470510.0,607.6,2.43,-59,-66,0-11:44:05,0-09:16:49,99.18,256,6695,29.32,47.1,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470614.0,606.5,2.42,-59,-67,0-11:44:05,0-09:27:00,99.18,256,6695,30.0,44.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470717.0,606.5,2.43,-59,-66,0-11:44:05,0-09:37:11,99.18,256,6695,30.15,42.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470820.0,605.7,2.44,-59,-66,0-11:44:05,0-09:47:22,99.18,256,6695,30.52,41.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,470923.0,605.2,2.44,-59,-66,0-11:44:05,0-09:57:34,99.18,260,6695,30.65,41.3,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471027.0,604.8,2.43,-59,-66,0-11:44:05,0-10:07:45,99.18,260,6695,30.67,41.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471130.0,606.1,2.45,-59,-67,0-11:44:05,0-10:17:56,99.18,259,6695,30.52,42.3,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471233.0,605.7,2.45,-60,-68,0-11:44:05,0-10:28:08,99.18,259,6695,30.65,42.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471336.0,605.7,2.47,-60,-68,0-11:44:05,0-10:38:19,99.18,258,6695,30.22,43.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471439.0,605.7,2.47,-59,-66,0-11:44:05,0-10:48:30,99.18,258,6695,30.24,43.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471542.0,606.0,2.45,-59,-64,0-11:44:05,0-10:58:41,99.18,257,6695,29.79,44.9,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471645.0,604.6,2.46,-58,-68,0-11:44:05,0-11:08:52,99.18,257,6695,29.06,47.4,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471748.0,604.2,2.45,-58,-68,0-11:44:05,0-11:19:04,99.18,264,6695,29.91,45.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471851.0,604.1,2.47,-58,-67,0-11:44:05,0-11:29:15,99.18,264,6695,29.06,47.5,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,471954.0,605.4,2.49,-59,-63,0-11:44:05,0-11:39:26,99.18,263,6695,29.05,48.2,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472057.0,604.3,2.49,-59,-66,0-11:44:05,0-11:49:37,99.18,262,6695,29.51,47.6,0.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472160.0,604.5,2.49,-58,-69,0-11:44:05,0-11:59:49,99.18,262,6695,29.07,48.8,3.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472263.0,605.1,2.5,-59,-65,0-11:44:05,0-12:10:01,99.18,262,6695,29.27,48.7,13.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472366.0,604.8,2.5,-59,-68,0-11:44:05,0-12:20:12,99.18,269,6695,29.18,49.9,25.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472470.0,605.3,2.51,-59,-64,0-11:44:05,0-12:30:24,99.18,269,6695,29.09,49.7,41.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472573.0,605.6,2.52,-58,-63,0-11:44:05,0-12:40:35,99.18,279,6695,29.09,48.8,60.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472676.0,605.8,2.53,-57,-66,0-11:44:05,0-12:50:46,99.18,276,6695,29.7,47.0,85.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472779.0,605.8,2.53,-58,-67,0-11:44:05,0-13:00:57,99.18,276,6695,29.85,46.4,108.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472882.0,605.3,2.5,-58,-66,0-11:44:05,0-13:11:08,99.18,273,6695,30.37,45.2,140.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,472985.0,604.3,2.51,-59,-66,0-11:44:05,0-13:21:20,99.18,273,6695,30.07,46.2,155.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473088.0,603.6,2.5,-60,-69,0-11:44:05,0-13:31:31,99.18,270,6695,30.82,46.2,176.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473191.0,602.5,2.49,-60,-69,0-11:44:05,0-13:41:42,99.18,270,6695,31.02,45.6,198.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473293.0,601.9,2.48,-60,-69,0-11:44:05,0-13:51:53,99.18,268,6695,31.88,43.9,216.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473396.0,601.9,2.47,-60,-67,0-11:44:05,0-14:02:04,99.18,268,6695,31.71,44.6,241.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473498.0,601.7,2.45,-60,-68,0-11:44:05,0-14:12:16,99.18,274,6695,32.14,45.0,262.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473601.0,601.5,2.48,-60,-66,0-11:44:05,0-14:22:27,99.18,274,6695,32.39,45.6,282.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473703.0,600.8,2.46,-58,-66,0-11:44:05,0-14:32:38,99.18,271,6695,33.04,45.4,305.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473806.0,601.4,2.48,-58,-69,0-11:44:05,0-14:42:49,99.18,271,6695,32.68,47.0,328.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,473908.0,601.9,2.48,-60,-64,0-11:44:05,0-14:53:00,99.18,269,6695,32.82,47.2,350.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474010.0,601.6,2.48,-60,-67,0-11:44:05,0-15:03:12,99.18,267,6695,34.05,44.9,368.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474113.0,602.4,2.47,-59,-63,0-11:44:05,0-15:13:23,99.18,267,6695,33.52,45.8,391.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474216.0,602.4,2.51,-59,-66,0-11:44:05,0-15:23:34,99.18,265,6695,33.68,45.8,409.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474318.0,601.8,2.51,-58,-65,0-11:44:05,0-15:33:45,99.18,265,6695,34.08,45.5,432.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474421.0,601.4,2.52,-58,-65,0-11:44:05,0-15:43:57,99.18,263,6695,34.56,44.9,458.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474523.0,600.6,2.51,-58,-64,0-11:44:05,0-15:54:08,99.18,263,6695,34.67,44.6,481.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474625.0,601.5,2.54,-58,-65,0-11:44:05,0-16:04:19,99.18,262,6695,35.63,43.0,500.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474728.0,601.7,2.53,-58,-66,0-11:44:05,0-16:14:31,99.18,262,6695,36.01,42.0,530.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474830.0,599.7,2.52,-58,-65,0-11:44:05,0-16:24:42,99.18,261,6695,35.9,41.3,561.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,474932.0,599.7,2.52,-58,-67,0-11:44:05,0-16:34:53,99.18,261,6695,36.22,39.6,591.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,475034.0,600.6,2.51,-59,-68,0-11:44:05,0-16:45:04,99.18,260,6695,37.3,35.0,619.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,475137.0,600.2,2.53,-59,-66,0-11:44:05,0-16:55:16,99.18,260,6695,37.08,35.9,667.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,475239.0,601.1,2.55,-60,-64,0-11:44:05,0-17:05:27,99.18,259,6695,37.73,34.8,697.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,475341.0,599.9,2.55,-59,-66,0-11:44:05,0-17:15:38,99.18,259,6695,39.49,30.8,736.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,ON,ON,475443.0,599.5,2.55,-59,-64,0-11:44:05,0-17:25:49,99.18,270,6695,39.48,29.7,777.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-59,-61,0-11:44:05,0-17:36:01,99.18,270,6695,39.98,28.8,823.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-57,-63,0-11:44:05,0-17:46:12,99.18,268,6695,39.88,27.6,870.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-56,-61,0-11:44:05,0-17:56:23,99.18,266,6695,40.03,25.1,921.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-55,-61,0-11:44:05,0-18:06:35,99.18,266,6695,39.97,25.1,985.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-54,-62,0-11:44:05,0-18:16:46,99.18,266,6695,40.54,25.4,1050.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-55,-60,0-11:44:05,0-18:26:57,99.18,264,6695,40.76,24.9,1107.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-54,-59,0-11:44:05,0-18:37:08,99.18,263,6695,41.05,23.2,3364.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-53,-60,0-11:44:05,0-18:47:19,99.18,263,6695,41.53,22.4,3391.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-52,-62,0-11:44:05,0-18:57:30,99.18,262,6695,41.62,23.0,3359.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-53,-60,0-11:44:05,0-19:07:42,99.18,262,6695,42.03,22.2,3307.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-53,-62,0-11:44:05,0-19:17:53,99.18,261,6695,42.72,21.0,3666.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-53,-60,0-11:44:05,0-19:28:04,99.18,261,6695,43.05,18.3,3776.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-53,-60,0-11:44:05,0-19:38:16,99.18,272,6695,43.82,15.8,3744.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-52,-62,0-11:44:05,0-19:48:27,99.18,272,6695,43.85,13.4,3855.0
2,wn03-2329-0002,NA,NA,0.0,0.0,0.0,0,0,NA,NA,NA,0,NA,0.0,0.0,0.0
1,wn03-2329-0001,OFF,ON,475514.0,0.0,0.0,-52,-61,0-11:44:05,0-19:58:38,99.18,270,6695,43.43,13.7,3881.0
